id;Edad;GENERO;NUMERO_HIJOS;PROFESION;SERVICIO;TIEMPO_PROPIETARIO;KILOMETRAJE_INSTALACION;EdadLicencia;RELACION_ASEGURADO;CILINDRAJE;CIUDAD;Min(Recorrido(Km));Min(Frenadas(Uni));Min(Arrancadas(Uni));Min(Aceleraciones(Uni));Min(ExcesoVelocidad(Min));Min(MaximaVelocidad(Km/h));Min(TiempoUso(Min));Min(UsoZona(Min));Min(FueraZona(Min));Min(Colision);Max(Recorrido(Km));Max(Frenadas(Uni));Max(Arrancadas(Uni));Max(Aceleraciones(Uni));Max(ExcesoVelocidad(Min));Max(MaximaVelocidad(Km/h));Max(TiempoUso(Min));Max(UsoZona(Min));Max(FueraZona(Min));Max(Colision);Mean(Recorrido(Km));Mean(Frenadas(Uni));Mean(Arrancadas(Uni));Mean(Aceleraciones(Uni));Mean(ExcesoVelocidad(Min));Mean(MaximaVelocidad(Km/h));Mean(TiempoUso(Min));Mean(UsoZona(Min));Mean(FueraZona(Min));Mean(Colision);MARCA;CLASE;TIPO;MODELO;SINIESTROS_2016;SINIESTROS_2017;SINIESTROS_2018
35135442;32.64;Masculino;0;Ingeniero;Particular;3;36.528;3;Asegurado;3000;BOGOTA;1;0;0;0;0;0;7;0;0;0;25;6;5;0;0;0;44;23;36;0;7.31;1.23;1.12;0;0;0;20.73;3.85;16.88;0;RENAULT;AUTOMOVIL;CLIO II;2005;0;0;0
45918383;28.5;Masculino;0;Ingeniero;Particular;2;36.631;3.15;Padre;1600;BOGOTA;1;0;0;0;0;0;7;7;0;0;13;1;0;11;0;0;28;28;3;0;5.58;0.05;0;1.16;0;0;15.47;15.16;0.32;0;RENAULT;AUTOMOVIL;TWINGO;2006;0;0;0
65848810;42.36;Femenino;1;Consultor-Negocios;Particular;0;36.965;13.32;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;0;0;0;26;0;0;6;0;0;49;49;16;0;6.68;0;0;0.75;0;0;19.89;17.89;2;0;RENAULT;AUTOMOVIL;CLIO II;2006;0;0;0
55286337;43.5;Femenino;0;Consultor-Negocios;Particular;3;37.406;1.48;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;61;7;16;17;50;127.65;60;54;60;1;7.28;0.14;0.18;1.11;0.77;4.63;22.87;3.24;19.63;0;RENAULT;AUTOMOVIL;TWINGO;2007;0;0;0
41740561;61.13;Masculino;7;Publicidad-Animacion;Particular;3;37.555;6.01;Asegurado;2500;BOGOTA;1;0;0;0;0;0;2;0;0;0;74;9;2;11;36;116.55;60;50;60;0;12.87;0.1;0.02;1.4;2.21;27.84;26.99;3.1;23.89;0;RENAULT;AUTOMOVIL;SYMBOL;2006;0;0;0
26793133;57.34;Masculino;3;Contador Publico;Particular;7;37.817;0.94;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;49;18;3;15;9;129.5;60;60;60;1;8.54;0.35;0.03;1.41;0.29;20.27;31.38;28.98;2.4;0;CHEVROLET;AUTOMOVIL;SWIFT;1995;0;0;1
31172933;37.8;Femenino;2;Odontologo;Particular;2;37.982;1.48;Asegurado;1800;BOGOTA;1;0;0;0;0;0;6;0;0;0;75;11;1;2;30;127.65;59;38;59;1;12.42;0.56;0.01;0.15;1.5;20.81;22;10.61;11.39;0.01;PEUGEOT;AUTOMOVIL;206;2008;0;0;0
28393149;48.39;Masculino;0;Contador Publico;Particular;6;38.067;10.15;Asegurado;1800;BOGOTA;1;0;0;0;0;0;3;0;0;0;53;12;0;5;11;125.8;58;55;31;0;7.68;1.1;0;0.1;0.13;4.59;21.47;20.59;0.87;0;CHEVROLET;AUTOMOVIL;SPRINT;2002;0;0;0
98935478;64.38;Femenino;2;Profesor;Particular;4;38.245;7.54;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;84;4;1;6;46;125.8;60;48;60;1;7.5;0.24;0.02;0.25;0.09;1.76;19;9.61;9.39;0;RENAULT;AUTOMOVIL;MEGANE;2004;0;0;1
59774774;46.31;Masculino;2;Profesor;Particular;2;38.919;2.22;Asegurado;1400;ENVIGADO;0;0;0;0;0;0;0;0;0;0;46;3;1;10;1;101.75;60;60;60;2;7.25;0.12;0;0.98;0;0.5;20.97;19.11;1.86;0;CHEVROLET;AUTOMOVIL;AVEO;2008;0;0;0
38080849;43.24;Masculino;2;Consultor-Negocios;Particular;3;38.95;2.94;Conyugue;1800;BOGOTA;2;0;0;0;0;0;11;11;0;0;6;0;0;0;0;0;20;20;0;0;3.33;0;0;0;0;0;16;16;0;0;CHEVROLET;AUTOMOVIL;OPTRA;2005;0;0;0
21744051;44.6;Masculino;2;Ingeniero;Particular;2;39.062;1;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;69;1;1;18;4;101.75;60;60;60;1;6.14;0;0;0.95;0.01;0.58;22.01;17.77;4.24;0;RENAULT;AUTOMOVIL;LOGAN;2008;0;1;0
97370067;38.11;Masculino;2;Economista;Particular;3;39.121;2.72;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;46;1;0;10;44;105.45;60;37;60;1;6.5;0;0;1.3;0.22;0.82;23.24;0.55;22.7;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
49544;66.98;Masculino;2;Economista;Particular;4;39.273;40.33;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;0;0;0;36;2;0;0;1;96.2;59;51;59;0;8.72;0.14;0;0;0.14;12.9;21.94;15.31;6.64;0;MAZDA;AUTOMOVIL;6;2004;0;0;0
82150561;55.66;Masculino;1;Ingeniero;Particular;6;39.436;3.21;Padre;1000;BOGOTA;1;0;0;0;0;0;6;6;0;0;19;2;0;0;0;0;51;51;1;0;6.74;0.21;0;0;0;0;20.42;20.32;0.11;0;CHEVROLET;AUTOMOVIL;ALTO;2002;0;0;0
85675857;38.52;Masculino;2;Consultor-Negocios;Particular;2;39.494;2.25;Asegurado;1800;BOGOTA;1;0;0;0;0;0;5;0;0;0;62;1;0;0;1;122.1;59;50;57;0;10.16;0.04;0;0;0.12;12.65;24.88;19.51;5.37;0;CHEVROLET;AUTOMOVIL;OPTRA;2007;0;0;0
5947;26.22;Masculino;0;Ingeniero;Particular;1;39.779;1.02;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;84;1;2;20;26;127.65;60;60;60;0;6;0.01;0;2.04;0.13;2.65;21.19;18.95;2.25;0;RENAULT;AUTOMOVIL;SYMBOL;2006;0;0;0
72535949;58.28;Masculino;3;Ingeniero;Particular;5;39.812;0.66;Hijo;2500;BOGOTA;1;0;0;0;0;0;3;1;0;0;34;1;1;10;2;99.9;60;60;52;0;4.49;0.02;0;1.3;0.01;0.39;18.24;16.26;1.98;0;CHEVROLET;AUTOMOVIL;AVEO;2007;0;1;0
60564579;42.01;Femenino;1;Veterinario;Particular;2;40.17;2.76;Asegurado;1800;BOGOTA;1;0;0;0;0;0;5;5;0;0;14;10;0;4;0;0;42;42;1;0;3.56;1.47;0;0.14;0;0;14.56;14.53;0.02;0;CHEVROLET;AUTOMOVIL;SPRINT;2000;0;0;0
53170078;50.27;Masculino;2;Medico;Particular;4;40.706;1.02;Asegurado;1400;BOGOTA;1;0;0;0;0;0;9;0;9;0;80;0;0;15;27;123.95;60;0;60;0;22.05;0;0;4.71;4.76;48.63;31.1;0;31.1;0;CHEVROLET;AUTOMOVIL;OPTRA;2007;0;1;0
13492138;40.71;Femenino;2;Contador Publico;Particular;3;40.852;18.24;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;42;12;36;15;10;129.5;58;58;58;1;5.8;0.79;1.15;0.67;0.06;4.43;20.38;19.33;1.04;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2005;0;0;0
29094740;50.28;Femenino;2;Modista y Sastre;Particular;2;40.882;2.25;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;68;27;55;18;17;127.65;60;60;60;2;5.23;0.58;6.51;2.21;0.06;2.63;19.17;17.14;2.02;0;CHEVROLET;AUTOMOVIL;AVEO;2007;0;0;0
17090532;56.06;Masculino;1;Medico;Particular;3;41.073;38.34;Asegurado;1800;BOGOTA;1;0;0;0;0;0;4;0;0;0;34;5;9;3;6;103.6;44;44;30;0;6.69;0.59;3.53;0.22;0.37;15.78;19.61;18.55;1.06;0;MERCEDES BENZ;AUTOMOVIL;C 180K;2005;0;0;0
509786;58.53;Femenino;2;Consultor-Negocios;Particular;2;41.27;8.41;Madre;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;52;3;1;0;4;112.85;59;57;59;2;8.19;0.24;0;0;0.04;2.62;21.68;10.67;11.01;0;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
54809960;79.28;Masculino;2;Abogado;Particular;12;41.297;60.94;Asegurado;1300;BOGOTA;0;0;0;0;0;0;0;0;0;0;25;4;12;5;0;0;57;57;0;1;4.02;0.34;2.01;0.26;0;0;16.51;16.51;0;0;CHEVROLET;AUTOMOVIL;ESTEEM;1996;0;0;0
5756535;46.97;Femenino;2;Economista;Particular;0;41.855;28.07;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;72;11;3;23;35;127.65;60;37;60;1;10.61;0.3;0.03;2.1;0.8;22.52;26.83;0.58;26.25;0.01;MAZDA;AUTOMOVIL;6;2005;0;0;0
13064115;39.69;Femenino;0;Economista;Particular;4;42.578;20.01;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;69;4;1;17;13;122.1;60;60;60;1;7.97;0.18;0.01;1.25;0.04;2.5;25.92;24.04;1.88;0;KIA;AUTOMOVIL;PICANTO;2009;0;0;0
92666994;71.78;Femenino;4;Disenhador Paginas web;Particular;3;43.064;51.15;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;52;13;23;16;10;122.1;58;53;57;1;9.63;1.4;2.68;0.51;0.49;11.63;25.49;13.56;11.93;0;VOLKSWAGEN;AUTOMOVIL;GOL [3];2005;0;0;0
15048065;28.09;Masculino;0;Ingeniero;Particular;2;43.893;2.75;Asegurado;1400;BOGOTA;1;0;0;0;0;0;2;0;0;0;65;17;12;6;24;123.95;60;60;60;0;10.12;0.64;1.2;0.35;0.28;12.28;22.15;18.83;3.31;0;CHEVROLET;AUTOMOVIL;AVEO;2007;1;1;0
34959545;29.83;Masculino;0;Ingeniero;Particular;2;44;13.31;Asegurado;2500;BOGOTA;1;0;0;0;0;0;7;7;0;0;10;1;3;2;0;0;40;40;0;0;5.33;0.22;1.11;0.44;0;0;18.67;18.67;0;0;RENAULT;AUTOMOVIL;CLIO II;2005;0;1;0
6897870;41.91;Femenino;1;Contador Publico;Particular;2;44.096;14.16;Asegurado;1800;AGUA DE DIOS;0;0;0;0;0;0;0;0;0;0;36;4;1;14;5;118.4;60;0;60;1;7.01;0.35;0;2;0.15;10.42;23.51;0;23.51;0;TOYOTA;AUTOMOVIL;COROLLA [10];2006;0;0;0
83394509;55.48;Femenino;0;Profesor;Particular;5;44.733;1.11;Asegurado;1400;BOGOTA;1;0;0;0;0;0;3;0;0;0;30;4;6;4;0;0;58;43;58;0;6.1;0.9;1.43;0.2;0;0;20.17;17.25;2.92;0;RENAULT;AUTOMOVIL;LOGAN;2006;0;1;0
77785633;55.96;Masculino;2;Consultor-Negocios;Particular;2;44.884;2.62;Asegurado;1400;BOGOTA;1;0;0;0;0;0;3;0;0;0;58;6;1;9;13;129.5;60;59;60;1;8.25;0.05;0;0.15;0.18;7.31;24.05;21.12;2.93;0;CHEVROLET;AUTOMOVIL;OPTRA;2008;0;1;0
57484091;40.9;Femenino;2;Servicios de Informatica;Particular;1;45;3.19;Madre;1300;BOGOTA;1;0;0;0;0;0;10;0;0;0;58;11;1;0;10;98.05;58;36;58;0;10.67;1.42;0.08;0;0.83;8.17;23.75;15.33;8.42;0;MAZDA;AUTOMOVIL;ALLEGRO;2006;0;0;0
49270790;57.57;Femenino;1;Abogado;Particular;8;45.083;15.4;Asegurado;1600;BOGOTA;1;0;0;0;0;0;4;0;0;0;52;2;1;8;2;99.9;60;60;60;0;6.64;0.01;0;0.66;0.01;0.95;24.4;17.79;6.61;0;CHEVROLET;AUTOMOVIL;ESTEEM;2000;0;0;1
72200658;39.23;Masculino;0;Economista;Particular;3;45.198;2.2;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;38;2;1;11;1;114.7;60;58;59;1;5.45;0.02;0.01;1.29;0.01;0.94;19.67;12.97;6.7;0;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
57872529;41.57;Masculino;0;Disenhador Paginas web;Particular;3;45.199;1.04;Hijo;1600;BOGOTA;1;0;0;0;0;0;3;0;0;0;43;1;1;15;4;120.25;60;60;60;1;5.86;0;0;1.34;0.07;5.41;20.55;18.82;1.72;0;RENAULT;AUTOMOVIL;CLIO II;2008;0;0;0
37747852;29.96;Masculino;1;Ingeniero;Particular;0;45.661;18.24;Asegurado;2000;BOGOTA;0;0;0;0;0;0;0;0;0;0;67;102;1;12;26;129.5;60;60;58;2;13.43;1.28;0;0.46;2.03;37.19;24.52;17.81;6.71;0.02;MAZDA;AUTOMOVIL;3;2005;1;0;0
56088854;23.32;Femenino;0;Economista;Particular;1;45.787;3.92;Asegurado;2000;BOGOTA;0;0;0;0;0;0;0;0;0;0;121;2;1;0;6;129.5;58;58;55;1;7.16;0.16;0.01;0;0.08;6.1;22.2;20.72;1.48;0;RENAULT;AUTOMOVIL;CLIO II;2003;1;0;0
77787188;86.03;Masculino;5;Economista;Particular;4;45.895;75.92;Asegurado;1300;BOGOTA;0;0;0;0;0;0;0;0;0;0;15;32;8;8;1;120.25;50;48;29;1;3.32;2.77;0.98;0.08;0;0.13;17.2;16.78;0.42;0;MAZDA;AUTOMOVIL;ALLEGRO;2005;0;0;1
16341476;28.61;Masculino;0;Internet;Particular;2;46;8.33;Conyugue;1400;BOGOTA;1;0;0;0;0;0;3;0;3;0;28;1;0;0;0;0;58;0;58;0;7.7;0.1;0;0;0;0;23.5;0;23.5;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2006;1;0;0
55457253;48.34;Femenino;3;Decorador-Disenhador y Dibujante;Particular;2;46.152;16.15;Asegurado;1600;BOGOTA;1;0;0;0;0;0;3;0;3;0;28;3;3;8;27;99.9;60;0;60;0;5.84;0.06;0.03;1.28;0.37;3.63;21.39;0;21.39;0;CHEVROLET;AUTOMOVIL;CORSA;2004;0;0;0
90270582;52.29;Masculino;3;Medico;Particular;2;46.303;0.99;Asegurado;1800;BOGOTA;1;0;0;0;0;0;4;0;0;0;37;1;1;11;1;90.65;60;60;60;0;4.09;0.01;0;1.23;0;0.09;19.66;19.15;0.51;0;CHEVROLET;AUTOMOVIL;AVEO;2007;1;1;0
7213108;57.22;Masculino;2;Consultor-Negocios;Particular;2;46.966;2.78;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;58;3;0;12;8;107.3;60;0;60;1;7.45;0;0;1.45;0.11;3.42;20.73;0;20.73;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
99046034;41.93;Masculino;1;Consultor-Negocios;Particular;6;47.166;2.12;Hermano;1200;BOGOTA;1;0;0;0;0;0;5;0;0;0;32;3;2;2;2;94.35;53;44;53;0;8.75;0.46;0.29;0.13;0.08;3.93;21.58;15.38;6.21;0;RENAULT;AUTOMOVIL;TWINGO;2003;1;0;0
38598444;44.42;Femenino;0;Consultor-Negocios;Particular;4;47.502;1.51;Asegurado;2500;BOGOTA;1;0;0;0;0;0;4;4;0;0;15;1;1;5;1;109.15;50;48;3;0;6.03;0.01;0.04;0.27;0.03;2.56;19.5;19.32;0.18;0;RENAULT;AUTOMOVIL;TWINGO;2007;0;0;0
54076812;48.77;Femenino;0;Psicologo;Particular;4;47.543;7.75;Asegurado;1000;BOGOTA;0;0;0;0;0;0;0;0;0;0;69;62;4;5;20;112.85;60;55;59;1;7.71;0.58;0.03;0.32;0.15;1.76;24.84;3.49;21.35;0;CHEVROLET;AUTOMOVIL;ALTO;2003;0;0;0
38265793;27.54;Masculino;0;Consultor-Negocios;Particular;3;47.707;0.99;Hijo;2000;BOGOTA;0;0;0;0;0;0;0;0;0;0;40;2;1;71;3;101.75;60;60;56;1;8.52;0.07;0;8.67;0.06;4.82;27.18;21.34;5.84;0.01;MAZDA;AUTOMOVIL;323;2004;0;0;0
78239883;53.1;Femenino;3;Profesor;Particular;4;47.728;26.21;Asegurado;1000;BOGOTA;0;0;0;0;0;0;0;0;0;0;48;12;1;19;10;99.9;60;59;60;1;6.25;0.19;0;1.37;0.01;0.26;21.05;16.51;4.53;0;CHEVROLET;AUTOMOVIL;SPRINT;2003;0;0;0
34413875;76.2;Masculino;3;Economista;Particular;4;48.138;58.27;Padre;2500;BOGOTA;1;0;0;0;0;0;5;0;5;0;31;9;6;6;1;107.3;60;0;60;1;5.68;0.18;0.07;0.68;0.03;3.01;20.77;0;20.77;0;CHEVROLET;AUTOMOVIL;CORSA;2004;0;0;0
75099953;29.67;Femenino;0;Contador Publico;Particular;3;48.225;1.04;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;52;1;1;22;10;118.4;60;59;60;1;6.68;0.03;0;1.99;0.07;3.36;22.35;17.67;4.68;0;RENAULT;AUTOMOVIL;CLIO II;2007;0;0;0
38586923;54.6;Masculino;3;Ingeniero;Particular;3;49.715;1.2;Asegurado;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;57;15;24;10;12;129.5;60;58;52;1;6.32;0.37;0.67;0.36;0.16;6.89;20.27;17.81;2.46;0.01;RENAULT;AUTOMOVIL;MEGANE;2008;1;1;0
1676825;44.77;Masculino;1;Consultor-Negocios;Particular;1;49.889;2.82;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;84;34;2;22;11;129.5;60;58;58;2;7.56;0.26;0.02;0.51;0.37;19.38;19.22;16.16;3.05;0.01;CHEVROLET;AUTOMOVIL;CORSA;2005;0;0;0
26478544;82.41;Femenino;0;Medico;Particular;9;50.213;10.72;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;12;0;0;5;0;0;54;54;16;1;2.6;0;0;0.46;0;0;16.63;16.38;0.25;0.01;CHEVROLET;AUTOMOVIL;CORSA;1999;0;0;0
63736155;50.22;Femenino;1;Consultor-Negocios;Particular;3;50.303;2.75;Asegurado;1300;BOGOTA;1;0;0;0;0;0;3;0;0;0;42;3;7;3;0;0;60;57;56;0;4.44;0.09;1.08;0.2;0;0;17.72;12.9;4.82;0;MAZDA;AUTOMOVIL;323;2004;0;0;0
76520371;44.93;Masculino;2;Abogado;Particular;4;50.506;23.76;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;58;6;1;12;20;127.65;58;47;58;1;8.21;0.22;0;0.48;0.21;8.13;20.37;13.14;7.24;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
11898992;28.35;Masculino;0;Contador Publico;Particular;2;50.665;1.95;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;0;0;0;36;11;21;2;7;112.85;55;39;43;0;8.55;0.72;3.61;0.15;0.34;13.28;21.2;17.4;3.8;0;RENAULT;AUTOMOVIL;TWINGO;2007;0;0;1
78162472;41.98;Femenino;0;Economista;Particular;1;51.218;9.92;Asegurado;1600;BOGOTA;1;0;0;0;0;0;4;0;0;0;40;2;1;4;1;99.9;58;39;53;1;8.78;0.1;0.03;0.12;0.03;3.18;23.77;16.82;6.95;0.02;RENAULT;AUTOMOVIL;SCENIC;2005;0;0;0
83912561;48.56;Masculino;1;Medico;Particular;3;51.542;19.66;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;0;0;0;42;2;0;2;12;103.6;56;36;46;0;7.04;0.19;0;0.17;0.42;16.54;17.29;12.13;5.15;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;1
52771266;51.2;Masculino;1;Servicios de Informatica;Particular;1;52;31.43;Asegurado;1200;BOGOTA;0;0;0;0;0;0;0;0;0;0;44;3;0;10;2;125.8;60;0;60;1;3.65;0.05;0;0.93;0.02;1.54;15.75;0;15.75;0;RENAULT;AUTOMOVIL;TWINGO;2003;0;0;0
83793085;61.46;Femenino;0;Consultor-Negocios;Particular;2;52.014;2.25;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;27;6;9;10;23;107.3;60;60;23;1;5.59;0.11;0.28;1.2;0.08;3.34;21.04;20.28;0.77;0;CHEVROLET;AUTOMOVIL;OPTRA;2005;0;0;0
50200012;39.92;Masculino;2;Psicologo;Particular;0;52.511;18.24;Conyugue;1200;BOGOTA;1;0;0;0;0;0;4;0;0;0;43;1;1;4;0;0;58;58;58;0;8.87;0.02;0.02;0.24;0;0;25.71;22.89;2.82;0;RENAULT;AUTOMOVIL;TWINGO;2003;0;0;0
51467267;50.04;Femenino;2;Ingeniero;Particular;3;52.595;1.51;Asegurado;2500;BOGOTA;1;0;0;0;0;0;2;0;0;0;41;3;1;37;3;125.8;60;60;56;0;6.06;0.09;0;1.86;0.07;5.8;22.58;21.63;0.95;0;RENAULT;AUTOMOVIL;SYMBOL;2007;0;0;0
87923745;28.41;Masculino;0;Ingeniero;Particular;1;52.652;1.84;Asegurado;2500;MEDELLIN;0;0;0;0;0;0;0;0;0;0;66;34;35;11;25;123.95;59;55;58;2;6.86;2.05;5.16;1.09;0.3;5.67;19.6;15.77;3.83;0.02;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
57108929;65.16;Masculino;3;Profesor;Particular;1;52.675;2.59;Asegurado;1800;BOGOTA;0;0;0;0;0;0;0;0;0;0;85;5;1;12;41;118.4;60;60;60;1;13.37;0.15;0.01;1.36;0.77;12.83;29.19;15.59;13.61;0.01;CHEVROLET;CAMPERO;GRAND VITARA;2007;0;0;0
7868705;36.7;Masculino;0;Contador Publico;Particular;1;52.761;19.69;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;75;5;1;17;36;112.85;60;60;60;2;9.44;0.03;0;1.11;0.17;4.54;26.22;21.82;4.4;0;CHEVROLET;AUTOMOVIL;AVEO;2006;0;0;0
41868449;41.52;Femenino;1;Psicologo;Particular;1;53.156;1.9;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;41;8;3;11;2;120.25;60;0;60;3;4.05;0.42;0.07;1.11;0.02;1.64;16.06;0;16.06;0.43;CHEVROLET;AUTOMOVIL;CORSA;2006;1;0;0
4824528;67.4;Femenino;0;Economista;Particular;2;53.665;3.2;Madre;1800;BOGOTA;1;0;0;0;0;0;4;0;0;0;69;4;0;39;11;127.65;60;60;60;0;9.64;0.09;0;2.65;0.27;15.12;23.56;15.11;8.45;0;CHEVROLET;CAMPERO;GRAND VITARA;2004;0;0;0
78938561;30.26;Masculino;1;Consultor-Negocios;Particular;1;53.938;2.74;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;75;8;1;24;35;116.55;60;51;60;1;10.16;0.24;0.02;1.16;0.34;5.98;25.41;5.07;20.34;0.04;MITSUBISHI;CAMPERO;MONTERO;2006;0;0;0
41638600;49.87;Femenino;2;Consultor-Negocios;Particular;2;54.218;14.3;Asegurado;1400;BOGOTA;1;0;0;0;0;0;2;0;0;0;45;13;1;0;13;129.5;58;57;46;0;7.92;0.22;0.01;0;0.28;10.75;20.83;17.84;2.99;0;RENAULT;AUTOMOVIL;MEGANE;2006;0;0;0
69312840;41.38;Femenino;2;Fisioterapeuta;Particular;2;54.288;6.35;Asegurado;2500;CALI;0;0;0;0;0;0;0;0;0;0;68;2;2;15;42;120.25;60;60;60;1;9.02;0.11;0.01;0.97;0.19;4.09;25.85;13.48;12.37;0;CHEVROLET;AUTOMOVIL;AVEO;2007;2;0;0
21023024;69.21;Masculino;3;Abogado;Particular;2;54.635;5.45;Asegurado;2500;BOGOTA;1;0;0;0;0;0;6;6;0;0;15;1;0;6;0;0;40;40;0;0;4.19;0.09;0;0.5;0;0;15.47;15.47;0;0;CHEVROLET;AUTOMOVIL;CORSA EVOLUTION;2004;0;0;0
31364614;26.53;Femenino;0;Consultor-Negocios;Particular;4;54.879;8.06;Asegurado;2500;BOGOTA;1;0;0;0;0;0;3;0;0;0;44;2;1;7;11;129.5;59;41;59;0;6.18;0.16;0;0.86;0.08;2.3;21.25;2.38;18.87;0;CHEVROLET;AUTOMOVIL;CORSA;2004;0;1;0
17170026;31.51;Masculino;0;Consultor-Negocios;Particular;1;54.901;1.49;Asegurado;2500;BOGOTA;1;0;0;0;0;0;5;0;0;0;59;1;0;26;7;105.45;60;42;60;0;9.15;0.16;0;0.56;0.13;1.92;21.91;18.02;3.89;0;RENAULT;AUTOMOVIL;TWINGO;2007;0;1;0
13711062;34.32;Masculino;0;Economista;Particular;2;55.121;3.74;Padre;1600;BOGOTA;1;0;0;0;0;0;5;0;5;0;12;7;0;0;1;103.6;42;0;42;0;3.39;1.35;0;0;0.04;3.41;15.72;0;15.72;0;RENAULT;AUTOMOVIL;MEGANE;2005;0;0;0
95520994;58.42;Masculino;2;Medico;Particular;5;55.128;13.27;Conyugue;1400;BOGOTA;1;0;0;0;0;0;3;0;0;0;49;3;1;0;8;129.5;59;57;48;1;6.56;0.14;0;0;0.04;2.47;20.07;18.73;1.35;0;RENAULT;AUTOMOVIL;MEGANE;2004;0;0;0
16507799;51.75;Masculino;1;Consultor-Negocios;Particular;6;55.321;33.74;Asegurado;1300;BOGOTA;0;0;0;0;0;0;0;0;0;0;57;4;1;7;21;105.45;60;60;58;1;4.99;0.19;0;0.4;0.15;1.51;19.66;18.43;1.23;0;MAZDA;AUTOMOVIL;ALLEGRO;2003;0;0;0
73391973;32.66;Femenino;0;Ingeniero;Particular;0;55.555;6.22;Asegurado;2500;BOGOTA;1;0;0;0;0;0;7;0;7;0;13;2;0;0;0;0;29;0;29;0;3.62;0.23;0;0;0;0;17.85;0;17.85;0;CHEVROLET;AUTOMOVIL;CORSA;2005;0;0;1
95482570;52.45;Femenino;1;Consultor-Negocios;Particular;2;56.112;1.84;Asegurado;1800;BOGOTA;1;0;0;0;0;0;5;0;0;0;38;5;0;3;2;101.75;60;60;51;0;7.26;0.77;0;0.19;0.05;3.1;22.77;20.26;2.52;0;CHEVROLET;AUTOMOVIL;SPRINT;1995;0;0;0
8246241;56.28;Femenino;1;Contador Publico;Particular;2;56.324;16.16;Asegurado;1600;BOGOTA;1;0;0;0;0;0;5;0;0;0;66;4;1;13;16;111;60;60;60;0;9.63;0.11;0.01;1.89;0.18;4.91;26.36;16.89;9.47;0;RENAULT;AUTOMOVIL;LOGAN;2007;0;0;0
97162913;33.17;Femenino;1;Consultor-Negocios;Particular;1;56.544;1.21;Conyugue;1600;BOGOTA;0;0;0;0;0;0;0;0;0;0;66;118;1;0;24;129.5;60;49;60;2;5.76;2.58;0;0;0.23;4.29;18.07;15.87;2.19;0.07;RENAULT;AUTOMOVIL;CLIO II;2006;0;0;0
46571963;42.88;Femenino;2;Profesor;Particular;1;56.576;2.24;Asegurado;2500;BOGOTA;0;0;0;0;0;0;0;0;0;0;77;24;1;35;39;125.8;59;48;59;2;9.98;0.38;0.02;1.02;0.97;13.51;22.2;11.95;10.25;0.01;CHEVROLET;AUTOMOVIL;CORSA;2006;0;0;0
5206293;28.48;Masculino;0;Servicios de Informatica;Particular;1;57.689;3.11;Asegurado;1400;BOGOTA;0;0;0;0;0;0;0;0;0;0;60;4;1;14;14;120.25;60;57;60;2;7.36;0.16;0.01;1.24;0.12;4.44;20.87;19.23;1.64;0.01;CHEVROLET;AUTOMOVIL;CORSA;2002;0;0;0
